sequence_id,length,legal_chars,length_in_train_range,exact_copy_train,exact_copy_any_real,nearest_train_id,nearest_train_identity,nearest_train_query_coverage,nearest_train_target_coverage,novel_at_threshold,pf00741_hit,pf00741_evalue,pf00741_score,pf00741_coverage,gvpa_core95_hit,gvpa_core95_evalue,gvpa_core95_score,gvpa_core95_coverage,conserved_sites_scored,conservation_exact_fidelity,conservation_property_fidelity,hydrophobic_fraction,charged_fraction,polar_fraction,aromatic_fraction,beta_favoring_fraction,net_charge_per_residue,mean_hydropathy,basic_fidelity_pass,hard_fidelity_pass
lstm_temp0.8_seed42_0000,73,True,True,False,False,WP_162425313.1,0.9861111111111112,0.9863013698630136,1.0,False,,,,,,,,,70,0.9714285714285714,0.9857142857142858,0.5753424657534246,0.2191780821917808,0.1780821917808219,0.0410958904109589,0.3287671232876712,-0.0273972602739726,0.6876712328767124,True,
lstm_temp0.8_seed42_0001,72,True,True,False,False,WP_083620231.1,0.9861111111111112,1.0,1.0,False,,,,,,,,,70,0.9857142857142858,0.9857142857142858,0.5972222222222222,0.20833333333333334,0.16666666666666666,0.041666666666666664,0.3472222222222222,-0.041666666666666664,0.8138888888888889,True,
lstm_temp0.8_seed42_0002,72,True,True,False,False,AOC53260.1,1.0,0.7777777777777778,0.9333333333333333,False,,,,,,,,,55,0.9454545454545454,0.9818181818181818,0.5972222222222222,0.20833333333333334,0.16666666666666666,0.027777777777777776,0.3333333333333333,-0.041666666666666664,0.8708333333333333,True,
lstm_temp0.8_seed42_0003,72,True,True,False,False,WP_036534731.1,1.0,0.9722222222222222,0.9722222222222222,False,,,,,,,,,70,0.9857142857142858,0.9857142857142858,0.5833333333333334,0.20833333333333334,0.18055555555555555,0.041666666666666664,0.3472222222222222,-0.041666666666666664,0.8013888888888889,True,
lstm_temp0.8_seed42_0004,72,True,True,False,False,WP_330936551.1,0.9827586206896551,0.8055555555555556,0.9830508474576272,False,,,,,,,,,57,0.9649122807017544,0.9824561403508771,0.5833333333333334,0.2222222222222222,0.16666666666666666,0.041666666666666664,0.3333333333333333,-0.027777777777777776,0.7208333333333333,True,
lstm_temp0.8_seed42_0005,72,True,True,False,False,WP_193980327.1,0.9859154929577465,0.9861111111111112,1.0,False,,,,,,,,,70,0.9428571428571428,0.9857142857142858,0.5694444444444444,0.20833333333333334,0.19444444444444445,0.041666666666666664,0.3194444444444444,-0.041666666666666664,0.6916666666666667,True,
lstm_temp0.8_seed42_0006,70,True,True,False,False,WP_075598971.1,0.9710144927536232,0.9857142857142858,0.9583333333333334,False,,,,,,,,,67,0.9701492537313433,0.9701492537313433,0.6285714285714286,0.2,0.17142857142857143,0.05714285714285714,0.35714285714285715,-0.05714285714285714,0.9157142857142856,True,
lstm_temp0.8_seed42_0007,72,True,True,False,False,WP_057178839.1,0.9859154929577465,0.9861111111111112,1.0,False,,,,,,,,,70,0.9285714285714286,0.9857142857142858,0.5555555555555556,0.2222222222222222,0.19444444444444445,0.041666666666666664,0.3333333333333333,-0.027777777777777776,0.6083333333333334,True,
lstm_temp0.8_seed42_0008,75,True,True,False,False,WP_057178839.1,0.9571428571428572,0.9333333333333333,0.9859154929577465,False,,,,,,,,,69,0.9130434782608695,0.9710144927536232,0.5866666666666667,0.21333333333333335,0.17333333333333334,0.04,0.3466666666666667,-0.05333333333333334,0.8266666666666667,True,
lstm_temp0.8_seed42_0009,72,True,True,False,False,WP_008311322.1,0.9722222222222222,1.0,1.0,False,,,,,,,,,70,0.9714285714285714,0.9857142857142858,0.5972222222222222,0.20833333333333334,0.16666666666666666,0.041666666666666664,0.3472222222222222,-0.041666666666666664,0.8097222222222222,True,
