sequence_id,length,legal_chars,length_in_train_range,exact_copy_train,exact_copy_any_real,nearest_train_id,nearest_train_identity,nearest_train_query_coverage,nearest_train_target_coverage,novel_at_threshold,pf00741_hit,pf00741_evalue,pf00741_score,pf00741_coverage,gvpa_core95_hit,gvpa_core95_evalue,gvpa_core95_score,gvpa_core95_coverage,conserved_sites_scored,conservation_exact_fidelity,conservation_property_fidelity,hydrophobic_fraction,charged_fraction,polar_fraction,aromatic_fraction,beta_favoring_fraction,net_charge_per_residue,mean_hydropathy,basic_fidelity_pass,hard_fidelity_pass
kmer3_seed42_0000,72,True,True,False,False,WP_171572203.1,0.7457627118644068,0.8194444444444444,0.8194444444444444,True,,,,,,,,,57,0.7543859649122807,0.8947368421052632,0.5277777777777778,0.2222222222222222,0.20833333333333334,0.0,0.25,-0.08333333333333333,0.6597222222222222,True,
kmer3_seed42_0001,71,True,True,False,False,WP_283753117.1,0.8301886792452831,0.7464788732394366,0.7361111111111112,True,,,,,,,,,52,0.7692307692307693,0.8846153846153846,0.647887323943662,0.16901408450704225,0.14084507042253522,0.056338028169014086,0.4225352112676056,-0.028169014084507043,1.1661971830985915,True,
kmer3_seed42_0002,72,True,True,False,False,WP_392535573.1,0.5079365079365079,0.875,0.8873239436619719,True,,,,,,,,,62,0.46774193548387094,0.6935483870967742,0.625,0.19444444444444445,0.1388888888888889,0.0,0.3472222222222222,-0.08333333333333333,1.2847222222222223,True,
kmer3_seed42_0003,74,True,True,False,False,WP_169262979.1,0.6181818181818182,0.7432432432432432,0.7638888888888888,True,,,,,,,,,53,0.6037735849056604,0.8490566037735849,0.5945945945945946,0.16216216216216217,0.22972972972972974,0.04054054054054054,0.3108108108108108,-0.02702702702702703,0.8716216216216216,True,
kmer3_seed42_0004,72,True,True,False,False,WP_193875962.1,0.7547169811320755,0.7361111111111112,0.7361111111111112,True,,,,,,,,,51,0.6862745098039216,0.803921568627451,0.5694444444444444,0.20833333333333334,0.19444444444444445,0.041666666666666664,0.2916666666666667,-0.06944444444444445,0.6291666666666668,True,
kmer3_seed42_0005,74,True,True,False,False,AOC53260.1,0.6274509803921569,0.6891891891891891,0.85,True,,,,,,,,,50,0.58,0.82,0.6216216216216216,0.24324324324324326,0.04054054054054054,0.013513513513513514,0.3783783783783784,-0.05405405405405406,1.1324324324324324,True,
kmer3_seed42_0006,72,True,True,False,False,WP_330936551.1,0.7555555555555555,0.625,0.7627118644067796,True,,,,,,,,,45,0.6888888888888889,0.9111111111111111,0.5972222222222222,0.2222222222222222,0.1527777777777778,0.05555555555555555,0.3472222222222222,-0.027777777777777776,0.6263888888888889,True,
kmer3_seed42_0007,72,True,True,False,False,WP_330936551.1,0.803921568627451,0.7083333333333334,0.864406779661017,True,,,,,,,,,50,0.78,0.84,0.5972222222222222,0.25,0.1111111111111111,0.05555555555555555,0.4305555555555556,-0.05555555555555555,0.7958333333333334,True,
kmer3_seed42_0008,73,True,True,False,False,WP_330936551.1,0.6923076923076923,0.7123287671232876,0.8813559322033898,True,,,,,,,,,51,0.6666666666666666,0.8627450980392157,0.589041095890411,0.2191780821917808,0.136986301369863,0.0136986301369863,0.2876712328767123,-0.0821917808219178,1.1315068493150684,True,
kmer3_seed42_0009,71,True,True,False,False,WP_015080752.1,0.7916666666666666,0.676056338028169,0.676056338028169,True,,,,,,,,,52,0.6730769230769231,0.8653846153846154,0.49295774647887325,0.15492957746478872,0.29577464788732394,0.028169014084507043,0.29577464788732394,-0.014084507042253521,0.4126760563380282,True,
