WP_434971879.1	WP_434971879.1
WP_433807116.1	WP_433807116.1
WP_427576720.1	WP_427576720.1
WP_427576720.1	WP_323618175.1
WP_427576720.1	WP_226555226.1
WP_427576720.1	WP_415382277.1
WP_427576720.1	WP_328257960.1
WP_427576720.1	WP_013057997.1
WP_427576720.1	WP_211077784.1
WP_427576720.1	WP_116075420.1
WP_427576720.1	WP_088048850.1
WP_427576720.1	WP_430127181.1
WP_427576720.1	WP_071272787.1
WP_430140347.1	WP_430140347.1
WP_443127555.1	WP_443127555.1
WP_443122929.1	WP_443122929.1
WP_443122929.1	WP_443134274.1
WP_443122929.1	WP_422165804.1
WP_443122929.1	WP_089750581.1
WP_443122929.1	WP_014644367.1
WP_440955508.1	WP_440955508.1
WP_440765493.1	WP_440765493.1
WP_433627171.1	WP_433627171.1
WP_439300212.1	WP_439300212.1
WP_436345017.1	WP_436345017.1
WP_435348186.1	WP_435348186.1
WP_435154193.1	WP_435154193.1
WP_433627166.1	WP_433627166.1
WP_433627166.1	WP_113279097.1
WP_101841863.1	WP_101841863.1
WP_101841863.1	WP_253923572.1
WP_430790276.1	WP_430790276.1
WP_430120777.1	WP_430120777.1
WP_430065897.1	WP_430065897.1
WP_328257699.1	WP_328257699.1
WP_328257699.1	WP_427090790.1
WP_328257699.1	WP_449053447.1
WP_328257699.1	WP_426659139.1
WP_328257699.1	WP_310323875.1
WP_328257699.1	WP_029714942.1
WP_328257699.1	WP_013057921.1
WP_328257699.1	WP_195782633.1
WP_328257699.1	WP_182005034.1
WP_328257699.1	WP_144644477.1
WP_320156897.1	WP_320156897.1
WP_316572692.1	WP_316572692.1
WP_290399117.1	WP_290399117.1
WP_347395773.1	WP_347395773.1
WP_341982146.1	WP_341982146.1
WP_335961848.1	WP_335961848.1
WP_335714145.1	WP_335714145.1
WP_335558846.1	WP_335558846.1
WP_335558846.1	WP_335537523.1
WP_426380802.1	WP_426380802.1
WP_224590714.1	WP_224590714.1
WP_423801245.1	WP_423801245.1
WP_274373506.1	WP_274373506.1
WP_421653262.1	WP_421653262.1
WP_349407376.1	WP_349407376.1
WP_349407376.1	WP_221567456.1
WP_349407376.1	WP_439300215.1
WP_049665784.1	WP_049665784.1
WP_164693470.1	WP_164693470.1
WP_164693470.1	WP_184385022.1
WP_164693470.1	WP_092960919.1
WP_413242310.1	WP_413242310.1
WP_379650762.1	WP_379650762.1
WP_342070892.1	WP_342070892.1
WP_342070892.1	WP_373411272.1
WP_342070892.1	WP_100366348.1
WP_327608074.1	WP_327608074.1
WP_324716694.1	WP_324716694.1
WP_317121874.1	WP_317121874.1
WP_353746961.1	WP_353746961.1
WP_353746961.1	WP_301862454.1
WP_353746961.1	WP_057244326.1
WP_353746961.1	WP_014459198.1
WP_353746961.1	WP_013058000.1
WP_353746961.1	WP_252284046.1
WP_353746961.1	WP_195782579.1
WP_353746961.1	WP_099000391.1
WP_353746961.1	WP_071272778.1
WP_353746961.1	WP_413917177.1
WP_353746961.1	WP_275036028.1
WP_353746961.1	WP_216144691.1
WP_353746961.1	WP_208733210.1
WP_353746961.1	WP_193422258.1
WP_353746961.1	WP_116075414.1
WP_409303451.1	WP_409303451.1
WP_409274759.1	WP_409274759.1
WP_408958174.1	WP_408958174.1
WP_408958174.1	WP_310905889.1
WP_332101109.1	WP_332101109.1
WP_332100865.1	WP_332100865.1
WP_332099299.1	WP_332099299.1
WP_332099299.1	WP_336364780.1
WP_332099299.1	WP_122090611.1
