sequence_id,length,legal_chars,length_in_train_range,exact_copy_train,exact_copy_any_real,nearest_train_id,nearest_train_identity,nearest_train_query_coverage,nearest_train_target_coverage,novel_at_threshold,pf00741_hit,pf00741_evalue,pf00741_score,pf00741_coverage,gvpa_core95_hit,gvpa_core95_evalue,gvpa_core95_score,gvpa_core95_coverage,conserved_sites_scored,conservation_exact_fidelity,conservation_property_fidelity,hydrophobic_fraction,charged_fraction,polar_fraction,aromatic_fraction,beta_favoring_fraction,net_charge_per_residue,mean_hydropathy,basic_fidelity_pass,hard_fidelity_pass
vae_scale1_temp0.8_seed42_0000,80,True,True,False,False,WP_072717742.1,1.0,0.8875,0.9861111111111112,False,,,,,,,,,70,1.0,0.9857142857142858,0.5875,0.2,0.1875,0.05,0.3375,-0.05,0.7625,True,
vae_scale1_temp0.8_seed42_0001,81,True,True,False,False,WP_009768191.1,0.9857142857142858,0.8641975308641975,0.9722222222222222,False,,,,,,,,,69,0.9420289855072463,0.9855072463768116,0.5679012345679012,0.2345679012345679,0.16049382716049382,0.037037037037037035,0.3333333333333333,-0.037037037037037035,0.7148148148148148,True,
vae_scale1_temp0.8_seed42_0002,59,True,True,False,False,WP_190643620.1,0.9615384615384616,0.8813559322033898,0.7222222222222222,False,,,,,,,,,50,0.96,0.98,0.6440677966101694,0.13559322033898305,0.1864406779661017,0.0847457627118644,0.3728813559322034,-0.03389830508474576,0.9322033898305084,True,
vae_scale1_temp0.8_seed42_0003,91,True,True,False,False,WP_190627385.1,0.8709677419354839,0.6813186813186813,0.8611111111111112,True,,,,,,,,,62,0.8387096774193549,0.9193548387096774,0.6373626373626373,0.25274725274725274,0.07692307692307693,0.04395604395604396,0.4065934065934066,-0.07692307692307693,1.1087912087912088,True,
vae_scale1_temp0.8_seed42_0004,91,True,True,False,False,WP_287627019.1,0.6491228070175439,0.6263736263736264,0.8028169014084507,True,,,,,,,,,56,0.5892857142857143,0.7678571428571429,0.5494505494505495,0.12087912087912088,0.26373626373626374,0.03296703296703297,0.27472527472527475,-0.03296703296703297,0.676923076923077,True,
vae_scale1_temp0.8_seed42_0005,91,True,True,False,False,WP_330936551.1,0.8333333333333334,0.5274725274725275,0.8135593220338984,True,,,,,,,,,47,0.8297872340425532,0.9361702127659575,0.6483516483516484,0.2857142857142857,0.04395604395604396,0.054945054945054944,0.45054945054945056,-0.06593406593406594,1.0274725274725274,True,
vae_scale1_temp0.8_seed42_0006,62,True,True,False,False,AOC53260.1,0.6956521739130435,0.7419354838709677,0.7666666666666667,True,,,,,,,,,45,0.6222222222222222,0.7555555555555555,0.5806451612903226,0.12903225806451613,0.25806451612903225,0.08064516129032258,0.24193548387096775,0.0,0.3096774193548387,True,
vae_scale1_temp0.8_seed42_0007,89,True,True,False,False,WP_330936551.1,0.8571428571428571,0.6292134831460674,0.9491525423728814,True,,,,,,,,,55,0.8545454545454545,0.9090909090909091,0.5955056179775281,0.14606741573033707,0.2247191011235955,0.0449438202247191,0.33707865168539325,-0.056179775280898875,0.903370786516854,True,
vae_scale1_temp0.8_seed42_0008,91,True,True,False,False,AOC53260.1,0.8392857142857143,0.6153846153846154,0.9333333333333333,True,,,,,,,,,55,0.8181818181818182,0.9272727272727272,0.5714285714285714,0.18681318681318682,0.21978021978021978,0.04395604395604396,0.31868131868131866,-0.03296703296703297,0.6604395604395604,True,
vae_scale1_temp0.8_seed42_0009,91,True,True,False,False,WP_224341338.1,0.9166666666666666,0.6593406593406593,0.8333333333333334,True,,,,,,,,,58,0.8620689655172413,0.9310344827586207,0.6263736263736264,0.23076923076923078,0.08791208791208792,0.04395604395604396,0.3956043956043956,-0.07692307692307693,1.1186813186813187,True,
vae_scale1_temp0.8_seed42_0010,71,True,True,True,True,WP_015080752.1,1.0,1.0,1.0,False,,,,,,,,,70,0.9714285714285714,0.9857142857142858,0.5633802816901409,0.2112676056338028,0.19718309859154928,0.04225352112676056,0.3380281690140845,-0.04225352112676056,0.6845070422535211,False,
vae_scale1_temp0.8_seed42_0011,91,True,True,False,False,WP_190483017.1,0.9583333333333334,0.5274725274725275,0.6666666666666666,False,,,,,,,,,48,0.8958333333333334,0.9791666666666666,0.6043956043956044,0.18681318681318682,0.15384615384615385,0.04395604395604396,0.3516483516483517,-0.03296703296703297,0.9373626373626374,True,
vae_scale1_temp0.8_seed42_0012,82,True,True,False,False,WP_190483017.1,1.0,0.8658536585365854,0.9861111111111112,False,,,,,,,,,70,0.9571428571428572,0.9857142857142858,0.5853658536585366,0.2073170731707317,0.17073170731707318,0.036585365853658534,0.34146341463414637,-0.036585365853658534,0.8207317073170731,True,
vae_scale1_temp0.8_seed42_0013,63,True,True,False,False,WP_446859740.1,1.0,0.9523809523809523,0.8333333333333334,False,,,,,,,,,58,0.9827586206896551,0.9827586206896551,0.6190476190476191,0.20634920634920634,0.15873015873015872,0.06349206349206349,0.3968253968253968,-0.047619047619047616,0.9111111111111111,True,
vae_scale1_temp0.8_seed42_0014,91,True,True,False,False,AOC53260.1,0.8,0.6043956043956044,0.9166666666666666,True,,,,,,,,,54,0.8703703703703703,0.9259259259259259,0.6483516483516484,0.24175824175824176,0.07692307692307693,0.04395604395604396,0.38461538461538464,-0.06593406593406594,1.1802197802197802,True,
vae_scale1_temp0.8_seed42_0015,91,True,True,False,False,WP_153228363.1,0.8333333333333334,0.5274725274725275,0.7868852459016393,True,,,,,,,,,48,0.8125,0.875,0.6263736263736264,0.23076923076923078,0.10989010989010989,0.06593406593406594,0.4065934065934066,-0.07692307692307693,1.0296703296703298,True,
vae_scale1_temp0.8_seed42_0016,89,True,True,False,False,WP_330936551.1,0.875,0.6292134831460674,0.9491525423728814,True,,,,,,,,,55,0.8181818181818182,0.9272727272727272,0.6179775280898876,0.1348314606741573,0.20224719101123595,0.056179775280898875,0.3595505617977528,-0.02247191011235955,0.8977528089887641,True,
vae_scale1_temp0.8_seed42_0017,73,True,True,False,False,WP_324704072.1,0.9859154929577465,0.9726027397260274,0.9861111111111112,False,,,,,,,,,69,0.9565217391304348,0.9855072463768116,0.589041095890411,0.2054794520547945,0.1780821917808219,0.0410958904109589,0.3424657534246575,-0.0410958904109589,0.8027397260273973,True,
vae_scale1_temp0.8_seed42_0018,86,True,True,False,False,WP_036534731.1,0.9861111111111112,0.8372093023255814,1.0,False,,,,,,,,,70,0.9714285714285714,0.9857142857142858,0.6046511627906976,0.20930232558139536,0.1511627906976744,0.03488372093023256,0.3372093023255814,-0.046511627906976744,0.919767441860465,True,
vae_scale1_temp0.8_seed42_0019,91,True,True,False,False,WP_190627385.1,0.8688524590163934,0.6703296703296703,0.8472222222222222,True,,,,,,,,,60,0.8833333333333333,0.9166666666666666,0.5934065934065934,0.17582417582417584,0.13186813186813187,0.01098901098901099,0.34065934065934067,-0.06593406593406594,1.1054945054945056,True,
vae_scale1_temp0.8_seed42_0020,91,True,True,False,False,WP_335059862.1,0.8382352941176471,0.7472527472527473,0.9577464788732394,True,,,,,,,,,67,0.8507462686567164,0.9253731343283582,0.6043956043956044,0.23076923076923078,0.10989010989010989,0.03296703296703297,0.3626373626373626,-0.03296703296703297,0.9351648351648351,True,
vae_scale1_temp0.8_seed42_0021,60,True,True,False,False,WP_015080752.1,1.0,0.95,0.8028169014084507,False,,,,,,,,,56,1.0,0.9821428571428571,0.65,0.2,0.11666666666666667,0.06666666666666667,0.4,-0.03333333333333333,1.02,True,
vae_scale1_temp0.8_seed42_0022,72,True,True,True,True,WP_190483017.1,1.0,1.0,1.0,False,,,,,,,,,70,0.9571428571428572,0.9857142857142858,0.5972222222222222,0.20833333333333334,0.16666666666666666,0.041666666666666664,0.3472222222222222,-0.041666666666666664,0.825,False,
vae_scale1_temp0.8_seed42_0023,91,True,True,False,False,WP_008311322.1,0.9811320754716981,0.5824175824175825,0.7361111111111112,False,,,,,,,,,51,0.9411764705882353,0.9803921568627451,0.6153846153846154,0.2087912087912088,0.12087912087912088,0.054945054945054944,0.3626373626373626,-0.054945054945054944,0.9868131868131867,True,
vae_scale1_temp0.8_seed42_0024,91,True,True,False,False,WP_075598971.1,0.8793103448275862,0.6373626373626373,0.8055555555555556,True,,,,,,,,,56,0.8392857142857143,0.9107142857142857,0.6263736263736264,0.18681318681318682,0.17582417582417584,0.06593406593406594,0.3516483516483517,-0.03296703296703297,0.8879120879120879,True,
vae_scale1_temp0.8_seed42_0025,59,True,True,False,False,ABU55390.1,0.7857142857142857,0.711864406779661,0.5833333333333334,True,,,,,,,,,52,0.4807692307692308,0.6923076923076923,0.6101694915254238,0.11864406779661017,0.23728813559322035,0.0847457627118644,0.2711864406779661,0.01694915254237288,0.5491525423728814,True,
vae_scale1_temp0.8_seed42_0026,62,True,True,False,False,WP_488739600.1,0.967741935483871,1.0,0.8611111111111112,False,,,,,,,,,61,0.9508196721311475,0.9836065573770492,0.6129032258064516,0.1774193548387097,0.1935483870967742,0.04838709677419355,0.3548387096774194,-0.04838709677419355,0.9241935483870969,True,
vae_scale1_temp0.8_seed42_0027,91,True,True,False,False,WP_330936551.1,0.7551020408163265,0.5384615384615384,0.8305084745762712,True,,,,,,,,,48,0.75,0.8125,0.6153846153846154,0.23076923076923078,0.10989010989010989,0.054945054945054944,0.38461538461538464,-0.054945054945054944,0.9846153846153846,True,
vae_scale1_temp0.8_seed42_0028,59,True,True,False,False,WP_015080752.1,0.9830508474576272,1.0,0.8309859154929577,False,,,,,,,,,58,0.9655172413793104,0.9655172413793104,0.6101694915254238,0.2033898305084746,0.13559322033898305,0.05084745762711865,0.3728813559322034,-0.03389830508474576,0.9101694915254238,True,
vae_scale1_temp0.8_seed42_0029,82,True,True,False,False,WP_461927368.1,0.84375,0.7804878048780488,0.8648648648648649,True,,,,,,,,,60,0.8333333333333334,0.8833333333333333,0.5975609756097561,0.2073170731707317,0.12195121951219512,0.04878048780487805,0.36585365853658536,-0.06097560975609756,0.8670731707317072,True,
vae_scale1_temp0.8_seed42_0030,73,True,True,False,False,WP_425311603.1,0.8448275862068966,0.7945205479452054,0.725,True,,,,,,,,,48,0.9375,0.9583333333333334,0.5342465753424658,0.1506849315068493,0.3013698630136986,0.0410958904109589,0.3013698630136986,-0.0684931506849315,0.4780821917808219,True,
vae_scale1_temp0.8_seed42_0031,60,True,True,False,False,WP_334789054.1,1.0,0.8833333333333333,0.7162162162162162,False,,,,,,,,,49,0.9795918367346939,0.9795918367346939,0.5666666666666667,0.18333333333333332,0.13333333333333333,0.016666666666666666,0.3,-0.05,0.825,True,
vae_scale1_temp0.8_seed42_0032,61,True,True,False,False,WP_015080752.1,1.0,0.9016393442622951,0.7746478873239436,False,,,,,,,,,54,0.9814814814814815,0.9814814814814815,0.6065573770491803,0.21311475409836064,0.13114754098360656,0.04918032786885246,0.36065573770491804,-0.04918032786885246,0.8524590163934426,True,
vae_scale1_temp0.8_seed42_0033,91,True,True,False,False,AOC53260.1,0.7272727272727273,0.6043956043956044,0.9166666666666666,True,,,,,,,,,54,0.7407407407407407,0.8703703703703703,0.5824175824175825,0.18681318681318682,0.18681318681318682,0.04395604395604396,0.3516483516483517,-0.01098901098901099,0.7725274725274724,True,
vae_scale1_temp0.8_seed42_0034,91,True,True,False,False,AOC53260.1,0.9122807017543859,0.6263736263736264,0.95,True,,,,,,,,,56,0.9464285714285714,0.9821428571428571,0.6153846153846154,0.25274725274725274,0.0989010989010989,0.04395604395604396,0.3956043956043956,-0.054945054945054944,1.031868131868132,True,
vae_scale1_temp0.8_seed42_0035,91,True,True,False,False,WP_458646425.1,0.9180327868852459,0.6703296703296703,0.6703296703296703,True,,,,,,,,,54,0.9074074074074074,0.9259259259259259,0.6263736263736264,0.23076923076923078,0.14285714285714285,0.07692307692307693,0.42857142857142855,-0.03296703296703297,0.8934065934065933,True,
vae_scale1_temp0.8_seed42_0036,91,True,True,False,False,WP_330936551.1,0.9074074074074074,0.5934065934065934,0.9152542372881356,True,,,,,,,,,54,0.8518518518518519,0.9444444444444444,0.6263736263736264,0.23076923076923078,0.12087912087912088,0.07692307692307693,0.42857142857142855,-0.054945054945054944,0.9758241758241758,True,
vae_scale1_temp0.8_seed42_0037,91,True,True,False,False,WP_017803923.1,0.8484848484848485,0.7252747252747253,0.9295774647887324,True,,,,,,,,,66,0.8181818181818182,0.9242424242424242,0.5714285714285714,0.25274725274725274,0.14285714285714285,0.03296703296703297,0.34065934065934067,-0.07692307692307693,0.7571428571428572,True,
vae_scale1_temp0.8_seed42_0038,91,True,True,False,False,WP_069965561.1,0.9615384615384616,0.5714285714285714,0.6933333333333334,False,,,,,,,,,52,0.9230769230769231,0.9807692307692307,0.6153846153846154,0.18681318681318682,0.16483516483516483,0.04395604395604396,0.37362637362637363,-0.07692307692307693,1.1010989010989012,True,
vae_scale1_temp0.8_seed42_0039,91,True,True,False,False,WP_472408654.1,0.85,0.6593406593406593,0.75,True,,,,,,,,,51,0.9215686274509803,0.9803921568627451,0.6043956043956044,0.21978021978021978,0.13186813186813187,0.03296703296703297,0.3956043956043956,-0.06593406593406594,1.1054945054945053,True,
vae_scale1_temp0.8_seed42_0040,91,True,True,False,False,WP_015167036.1,1.0,0.4835164835164835,0.6111111111111112,False,,,,,,,,,43,0.9767441860465116,1.0,0.5934065934065934,0.17582417582417584,0.18681318681318682,0.04395604395604396,0.3626373626373626,-0.06593406593406594,0.9824175824175825,True,
vae_scale1_temp0.8_seed42_0041,85,True,True,False,False,AOC53260.1,0.8771929824561403,0.6705882352941176,0.95,True,,,,,,,,,56,0.8571428571428571,0.9285714285714286,0.6235294117647059,0.15294117647058825,0.18823529411764706,0.047058823529411764,0.3411764705882353,-0.03529411764705882,0.9470588235294117,True,
vae_scale1_temp0.8_seed42_0042,91,True,True,False,False,AOC53260.1,0.711864406779661,0.6483516483516484,0.9833333333333333,True,,,,,,,,,58,0.6551724137931034,0.7758620689655172,0.5384615384615384,0.15384615384615385,0.26373626373626374,0.03296703296703297,0.3076923076923077,-0.04395604395604396,0.7142857142857143,True,
vae_scale1_temp0.8_seed42_0043,91,True,True,False,False,WP_190774558.1,0.9464285714285714,0.6153846153846154,0.7777777777777778,True,,,,,,,,,54,0.9074074074074074,0.9629629629629629,0.6153846153846154,0.2087912087912088,0.15384615384615385,0.054945054945054944,0.38461538461538464,-0.03296703296703297,0.9395604395604396,True,
vae_scale1_temp0.8_seed42_0044,71,True,True,True,True,WP_015080752.1,1.0,1.0,1.0,False,,,,,,,,,70,0.9714285714285714,0.9857142857142858,0.5633802816901409,0.2112676056338028,0.19718309859154928,0.04225352112676056,0.3380281690140845,-0.04225352112676056,0.6845070422535211,False,
vae_scale1_temp0.8_seed42_0045,91,True,True,False,False,WP_045871251.1,0.9803921568627451,0.5604395604395604,0.7183098591549296,False,,,,,,,,,50,0.94,0.96,0.6483516483516484,0.2087912087912088,0.10989010989010989,0.03296703296703297,0.3626373626373626,-0.03296703296703297,1.1659340659340658,True,
vae_scale1_temp0.8_seed42_0046,90,True,True,False,False,WP_069965561.1,0.96,0.5555555555555556,0.6666666666666666,False,,,,,,,,,49,0.9183673469387755,1.0,0.6,0.2,0.18888888888888888,0.08888888888888889,0.35555555555555557,-0.022222222222222223,0.6511111111111111,True,
vae_scale1_temp0.8_seed42_0047,85,True,True,False,False,WP_069965561.1,0.9859154929577465,0.8352941176470589,0.9466666666666667,False,,,,,,,,,68,0.9558823529411765,1.0,0.5764705882352941,0.21176470588235294,0.17647058823529413,0.047058823529411764,0.36470588235294116,-0.047058823529411764,0.7741176470588235,True,
vae_scale1_temp0.8_seed42_0048,60,True,True,False,False,WP_458646425.1,0.9830508474576272,0.9833333333333333,0.6483516483516484,False,,,,,,,,,57,0.9824561403508771,0.9824561403508771,0.6333333333333333,0.21666666666666667,0.11666666666666667,0.05,0.38333333333333336,-0.05,0.975,True,
vae_scale1_temp0.8_seed42_0049,91,True,True,False,False,WP_335059862.1,0.8392857142857143,0.6153846153846154,0.7887323943661971,True,,,,,,,,,55,0.8,0.9090909090909091,0.6153846153846154,0.23076923076923078,0.08791208791208792,0.03296703296703297,0.4065934065934066,-0.03296703296703297,1.0780219780219782,True,
vae_scale1_temp0.8_seed42_0050,91,True,True,False,False,WP_009626980.1,0.9285714285714286,0.6153846153846154,0.7777777777777778,True,,,,,,,,,55,0.9090909090909091,0.9636363636363636,0.5824175824175825,0.23076923076923078,0.14285714285714285,0.04395604395604396,0.32967032967032966,-0.03296703296703297,0.7956043956043957,True,
vae_scale1_temp0.8_seed42_0051,91,True,True,False,False,WP_153228363.1,0.8392857142857143,0.6153846153846154,0.9180327868852459,True,,,,,,,,,55,0.8363636363636363,0.9090909090909091,0.5824175824175825,0.10989010989010989,0.25274725274725274,0.04395604395604396,0.3076923076923077,-0.02197802197802198,0.8186813186813187,True,
vae_scale1_temp0.8_seed42_0052,91,True,True,False,False,WP_413173346.1,0.8166666666666667,0.6593406593406593,0.821917808219178,True,,,,,,,,,60,0.7666666666666667,0.9166666666666666,0.5494505494505495,0.17582417582417584,0.1978021978021978,0.03296703296703297,0.37362637362637363,-0.04395604395604396,0.9153846153846154,True,
vae_scale1_temp0.8_seed42_0053,70,True,True,False,False,WP_334789054.1,0.9855072463768116,0.9857142857142858,0.9324324324324325,False,,,,,,,,,67,0.9701492537313433,0.9850746268656716,0.5714285714285714,0.21428571428571427,0.18571428571428572,0.04285714285714286,0.34285714285714286,-0.04285714285714286,0.7,True,
vae_scale1_temp0.8_seed42_0054,91,True,True,False,False,WP_461927368.1,1.0,0.5494505494505495,0.6756756756756757,False,,,,,,,,,46,1.0,0.9782608695652174,0.5824175824175825,0.2087912087912088,0.23076923076923078,0.07692307692307693,0.38461538461538464,-0.03296703296703297,0.5659340659340659,True,
vae_scale1_temp0.8_seed42_0055,72,True,True,False,False,WP_334789054.1,0.9859154929577465,0.9861111111111112,0.9594594594594594,False,,,,,,,,,69,0.9710144927536232,0.9855072463768116,0.5555555555555556,0.20833333333333334,0.20833333333333334,0.041666666666666664,0.3472222222222222,-0.041666666666666664,0.6611111111111111,True,
vae_scale1_temp0.8_seed42_0056,59,True,True,False,False,WP_334789054.1,0.9821428571428571,0.9491525423728814,0.7567567567567568,False,,,,,,,,,52,0.9615384615384616,0.9807692307692307,0.5254237288135594,0.2033898305084746,0.23728813559322035,0.05084745762711865,0.3389830508474576,-0.03389830508474576,0.4322033898305085,True,
vae_scale1_temp0.8_seed42_0057,89,True,True,False,False,WP_330936551.1,0.8771929824561403,0.6404494382022472,0.9661016949152542,True,,,,,,,,,56,0.8571428571428571,0.9107142857142857,0.6292134831460674,0.14606741573033707,0.1797752808988764,0.0449438202247191,0.34831460674157305,-0.033707865168539325,1.0393258426966292,True,
vae_scale1_temp0.8_seed42_0058,75,True,True,False,False,AOC53260.1,0.8421052631578947,0.76,0.95,True,,,,,,,,,56,0.7857142857142857,0.875,0.64,0.14666666666666667,0.17333333333333334,0.05333333333333334,0.3333333333333333,-0.04,1.0026666666666666,True,
